b,bhat
2.54113444628311,1.255638227698642
2.997555921187561,2.8526782849779733
2.600793127260483,2.181175097389749
-1.2842024489137995,-0.9713453362313963
-2.442067081585311,-2.327592539335269
0.8393478073070366,0.39622786259706605
1.6946867263351848,0.9921456994554652
-1.7766679642794274,-1.5286434890009637
-2.091113505321501,-1.0222961139667208
3.25070208515098,2.7245932458993694
0.5242434085219336,0.8151310909934406
-0.9645987770622502,-1.3138632869958635
2.391549667635616,1.2736254654282804
-0.270529932773857,0.5170232112746316
2.772379025804184,1.9089476794603344
2.466745919381053,0.6782812576921005
-0.4782387580621109,0.23912098325118594
-0.7842618860209445,0.9953517838766555
-1.8479831773467827,-2.1244725954100505
0.925947726182388,1.2767695717439742
1.502685548384206,1.1444947694474794
1.1977870903075705,-0.4234584270784305
1.0721147917143068,-0.3216781234278312
0.2019137127751147,0.6197728855856256
1.2340978507164184,0.9640338456865595
1.5442758095873748,1.8739624205446568
-4.11795018096473,-2.349430343381863
-0.4099489344484168,0.3782274749323164
-1.8483432226235132,-2.120843567737829
-0.0247363643224102,0.3120065592397581
-0.5598581588627325,-1.2955917120646785
-0.0248478292850184,0.8529769730793859
1.431627520930991,0.29064904120840296
-1.2244892522425408,-1.7409526493186163
0.5366877606214169,2.099901726477917
-1.866453591879609,-0.9645431248249556
-2.162830699540824,-1.78879095371258
2.308662952624005,1.8034697221781526
-1.3069774630679032,-2.1940090634048475
-0.7385811199983978,-0.8875809353605751
-0.3689102022688845,0.7627522979361893
-2.642297852158992,-2.8203441491497734
-0.7483901669384854,-1.399930918925183
-4.321906822040107,-2.099880376733269
-0.5171305928353479,-0.4021677571662001
2.9601999230524503,2.324047802200534
-0.0689888543543272,-0.6659669426789541
1.1018737262849727,-0.11566204843977793
0.8294978845614264,-0.07261598283102544
0.1765977674582188,0.6126891650643439
-0.1154672697499591,0.00832554721610157
0.8655970042557795,-1.089651623039814
-1.2970115749995237,-1.9627047163085225
0.7933056523608571,1.4698659765838615
2.307829400679074,1.0224690427334826
-1.6687625216213229,-0.43245524778146527
-0.0090798432852252,-0.8013793212229718
1.261945273327063,0.08378944917090869
2.4935217507190357,2.224823423689086
0.6702198483877748,-0.3373441895695358
-1.427487038432568,-1.16744911225457
2.1787664958908395,2.924244713176499
2.619322502065999,0.9614063609675779
-3.2439509796861348,-0.9443191992935294
0.7683789599620678,-1.316402458023264
-0.9707443553697788,-0.6674604412604892
-3.270696392393325,-1.02095116927537
-0.4479651312570121,0.16288314639489457
-1.3329936495280117,-1.6661634871968587
0.3462576393594559,0.05268756861675966
-1.0889319078231576,0.7497063746783308
0.1900719953239535,-0.5286617599749512
-2.5062411782020844,-2.862918800184876
-1.343117932609204,-1.98302416362735
-0.9028131273806816,-1.2745910681653507
-1.6162524758367245,-1.7648731631704284
1.289481371935614,1.0658617308654263
0.7328283288384381,0.7138435180717575
1.036408980158426,-0.07412018142466698
-0.7593928782045763,-0.10037300066556235
2.802289860870608,1.6958705600149204
0.0460129740155655,0.3619988575207345
1.273818898398157,-0.05708971435520277
2.739143679742576,1.8022182414787216
0.4158777648146611,-0.4971145421464327
0.4598398987924006,1.2907632697604743
-1.8944858131513045,-1.385945664607509
-1.0565627399297168,-0.7118514342487778
-0.4956704728973935,1.1535510671299964
-1.1194605102902129,-1.1360941030509994
0.6201305583357859,0.7277627044297719
-1.4957765783058623,-1.508860905173579
-0.3528728390926359,-0.8912055206777829
2.3058070108852533,1.5662348563360493
0.3722859717652748,-0.5911035495706803
0.3293208163897442,1.0360508646979247
-1.903561844111176,-2.4950593227602984
1.3989400309101314,1.2715347055631845
-1.8617790941298005,-0.7468938843459532
-0.046173084146843,-0.6999031539381574
